title,price,rating,total_reviews,product_description,shoe type,merk,review1,review_rating1,review2,review_rating2,review3,review_rating3,review4,review_rating4,review5,review_rating5,review6,review_rating6,review7,review_rating7,review8,review_rating8,review9,review_rating9,review10,review_rating10
crocs unisex-adult bayaband clog,₹1871.00,4.3 out of 5 stars,7273 ratings,incredibly light and easy to wear pivoting heel straps for a more secure fit customizable with jibbitz charms iconic crocs comfort: lightweight. flexible. 360-degree comfort.,men,crocs unisex-adult,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
us polo association men's caldas sneaker,₹2279.40,3.7 out of 5 stars,4 ratings,u.s. polo assn. is officially sanctioned by the united states polo association the governing body for the sport of polo in the united states since 1890. u.s. polo assn. captures the authenticity of the sport while reflecting its rich history and stays true to its roots in classic american style updated to complement today’s on-the-go lifestyle. the brand has a presence in over 135 countries and offers clothing for men women and children as well as accessories luggage watches shoes home furnishings and more.,men,us polo,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
nike men's zoom elite 7 running shoes,₹2276.00,3.8 out of 5 stars,763 ratings,lace up with the latest in nike men’s shoe styles and color combinations. whether you’re looking for sport-specific footwear or everyday styles to add to your sneaker rotation nike men’s shoes provide options designed to meet the demands of all types of athletes.,men,nike men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma unisex-adult c-skate vulc shoes sneaker,₹2249.00,4.5 out of 5 stars,22 ratings,product story the c-skate vulc oozes the hip and easy-going charm of the skateboard culture but features the modern comfort and cushioning you would expect from puma. durable vulcanised rubber tooling and heavy texture foxing tape sit beneath a canvas upper with classic branding to bring you a clean-lined and authentic look and feel. features & benefits softfoam+: puma's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day details low boot silhouettecanvas upper with eyeletssoftfoam+ socklinerrubber midsolerubber outsolelace closure for a snug fitvulcanised rubber tooling and heavy texture foxing tapepuma formstrip on lateral sidewoven flag on lateral side with puma no. 2 logowoven label on tongue with puma no. 1 logo,men,puma unisex-adult,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
woodland men's gc 3197118 sneaker,₹2876.00,4.1 out of 5 stars,190 ratings,the product will be an excellent pick for you. it ensures an easy maintenance. aero club,men,woodland men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
lee cooper mens formal shoes,₹1215.00,3.8 out of 5 stars,57 ratings,lee cooper brand is an english clothing company operating worldwide that licences the sale of many lee cooper-branded items including denim jeans. the head office is located in london england. the company originally produced work wear for export and began to specialise in denim jackets and trousers in the 1930s.,men,lee cooper,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
adidas neo men's pace vs leather sneakers,₹1507.00,4.1 out of 5 stars,13202 ratings,simple and subtle adidas basketball shoes for men. crafted with synthetic nubuck it provides superb comfort while the side cushioning and heel support keep your feet comfortable when you play hard on the court.,men,adidas neo,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
red tape men's rte3083 chelsea boot,₹1824.00,4.1 out of 5 stars,228 ratings,you don’t have to choose between style and function anymore achieve your ideal style with these chelsea boots designed by red tape. tan in colour  these boots features a perfect combo of high quality leather and tpr sole to ensure comfort and durability. along with making you look stylish and modish  you can pair these with your smart casual outfit to complete the look. category: formal sub category: chelsea boot ideal for: men colour: tan material : leather sole material: tpr closure: slip on,men,red tape,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
woodland men's ogc 3608119 sneaker,₹2570.00,3.8 out of 5 stars,108 ratings,woodland offers an extensive line of footwear performance apparel and outdoor gear. whether it's a lightweight jacket for active pursuits or a summit tested parka for the coldest places on earth the focus is on creating truly functional solutions for outdoor and adventure enthusiasts. whether you're new to outdoor adventure or are a seasoned pro woodland's gear keeps you dry and warm for the trails and slopes wherever you go.,men,woodland men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
red tape men's rte314 sneakers,₹2115.00,4.5 out of 5 stars,13 ratings,red tape brings you this exclusively designed sneakers with lace up closure. white in color these shoes features faux leather as upper material as well as rubber sole to give your feet the utmost comfort and breathability. along with making you look stylish and modish you can team these up with your smart casual attire to complete the entire look.,men,red tape,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
us polo association men's lebron sneaker,₹2199.00,3.6 out of 5 stars,71 ratings,these lightweight stylish active sneakers from u.s. polo assn. will make a sound addition to your footwear portfolio. made with structured insoles for 24*7 cushioning they're easy to live and commute with. their superior grip and cushioned interiors provide all day comfort so you can team them with your athleisure in style. it's ideal for hitting the gym teamed with joggers and a t-shirt.,men,us polo,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
furo by redchief men's r1046 sneaker,₹2295.00,4.3 out of 5 stars,35 ratings,furo by redchief grey running shoes for men (r1046 005) (grey numeric_8),men,furo by,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
woodland men's leather casual,₹2516.00,3.9 out of 5 stars,373 ratings,woodland offers an extensive line of footwear performance apparel and outdoor gear. whether it's a lightweight jacket for active pursuits or a summit tested parka for the coldest places on earth the focus is on creating truly functional solutions for outdoor and adventure enthusiasts. whether you're new to outdoor adventure or are a seasoned pro woodland's gear keeps you dry and warm for the trails and slopes wherever you go.,men,woodland men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
